persona_key,profile,slug,roster_index,name,role_text,twin_key,discovery_effect_pp,discovery_twin_effect_pp,discovery_twin_adjusted_pp,discovery_valid_dilemmas,confirmatory_effect_pp,confirmatory_twin_effect_pp,confirmatory_twin_adjusted_pp,confirmatory_valid_dilemmas
fai2r_stuart_russell,published,stuart_russell,28,Stuart Russell,is a professor of computer science at UC Berkeley and author of the standard AI textbook (UC Berkeley),uai2_ucberkeley_028_kennedi_terry,-0.89811991551122,-0.22986335403726707,-0.6682565614739528,99,-1.395966021191085,0.31403397880891487,-1.7099999999999997,100
fai2r_percy_liang,published,percy_liang,29,Percy Liang,is a professor at Stanford directing the Center for Research on Foundation Models (Stanford),uai2_stanford_029_arianna_deluca,-1.1098633540372669,1.2001366459627327,-2.3099999999999996,100,-0.9259660211910851,-0.3759660211910849,-0.5500000000000002,100
fai2r_jacob_steinhardt,published,jacob_steinhardt,30,Jacob Steinhardt,is a co-founder of Transluce and a professor at UC Berkeley researching AI alignment (Transluce),uai2_transluce_030_keng_dayrit,-2.0298633540372673,-0.33709141100445456,-1.6927719430328128,100,-2.495966021191085,-0.5259660211910852,-1.9699999999999998,100
fai2r_david_bau,published,david_bau,31,David Bau,is a professor at Northeastern University working on interpretability (Northeastern),uai2_northeastern_031_trisha_wheeler,-1.569863354037267,0.5801366459627328,-2.15,100,0.2740339788089149,-0.5559660211910851,0.83,100
fai2r_david_krueger,published,david_krueger,32,David Krueger,is a professor researching AI safety and deep learning (University of Cambridge),uai2_universityofcambridge_032_mariella_sanchez,0.00013664596273287087,-0.569863354037267,0.5699999999999998,100,-0.26596602119108503,-0.21596602119108504,-0.04999999999999999,100
fai2r_dylan_hadfieldmenell,published,dylan_hadfieldmenell,33,Dylan Hadfield-Menell,is a professor at MIT researching value alignment (MIT),uai2_mit_033_emmanuel_gordon,-0.999863354037267,0.05013664596273287,-1.0499999999999998,100,-2.415966021191085,0.6640339788089149,-3.08,100
fai2r_max_tegmark,published,max_tegmark,34,Max Tegmark,is a professor at MIT and president of the Future of Life Institute (MIT),uai2_mit_034_zoila_pizano,-0.9198633540372672,-0.34986335403726715,-0.5700000000000001,100,-0.16596602119108517,-0.685966021191085,0.5199999999999998,100
fai2r_eliezer_yudkowsky,published,eliezer_yudkowsky,35,Eliezer Yudkowsky,is the founder of the Machine Intelligence Research Institute and a longtime writer on AI alignment (MIRI),uai2_miri_035_kyle_joffrion,-0.969863354037267,0.11013664596273301,-1.08,100,-1.5659660211910849,-1.255966021191085,-0.30999999999999983,100
fai2r_nate_soares,published,nate_soares,36,Nate Soares,is the president of the Machine Intelligence Research Institute (MIRI),uai2_miri_036_alan_russell,-1.2645377167116298,0.0940774201643766,-1.3586151368760064,99,-0.7917405697456847,-0.7759660211910852,-0.015774548554599588,99
fai2r_paul_christiano,published,paul_christiano,37,Paul Christiano,"is the founder of the Alignment Research Center, known for RLHF and alignment research (Alignment Research Center)",uai2_alignmentresearchcenter_037_jacob_bowden,-2.059863354037267,-0.9798633540372673,-1.0799999999999996,100,-1.965966021191085,-1.5059660211910855,-0.4599999999999995,100
fai2r_beth_barnes,published,beth_barnes,38,Beth Barnes,"is the founder of METR, which evaluates frontier models for dangerous capabilities (METR)",uai2_metr_038_stanley_bates,-0.19986335403726713,0.4201366459627327,-0.6199999999999999,100,-0.29596602119108517,-0.08596602119108511,-0.21000000000000008,100
fai2r_marius_hobbhahn,published,marius_hobbhahn,39,Marius Hobbhahn,"is the CEO of Apollo Research, which studies deceptive alignment in frontier models (Apollo Research)",uai2_apolloresearch_039_milton_wells,-0.4498633540372671,0.48801681410377057,-0.9378801681410377,100,-0.6759660211910853,0.13403397880891504,-0.8100000000000003,100
fai2r_geoffrey_irving,published,geoffrey_irving,40,Geoffrey Irving,is the chief scientist of the UK AI Security Institute (UK AISI),uai2_ukaisi_040_brittany_bradford,-0.06986335403726698,-0.6698633540372669,0.6,100,0.7040339788089149,-0.3059660211910851,1.01,100
fai2r_owain_evans,published,owain_evans,42,Owain Evans,"runs Truthful AI, researching situational awareness and honesty in LLMs (Truthful AI)",uai2_truthfulai_042_jailyn_claybon,0.19013664596273286,-1.2398633540372672,1.4300000000000002,100,-0.7924620704671854,-0.9559660211910851,0.16350395072389967,99
fai2r_dan_hendrycks,published,dan_hendrycks,43,Dan Hendrycks,is the director of the Center for AI Safety (CAIS),uai2_cais_043_sonia_fernandez,-0.4298633540372671,-1.2098633540372672,0.78,100,-0.515966021191085,-1.745966021191085,1.23,100
fai2r_buck_shlegeris,published,buck_shlegeris,44,Buck Shlegeris,"is the CEO of Redwood Research, working on AI control (Redwood Research)",uai2_redwoodresearch_044_angel_diaz,-0.7898633540372673,-1.3898633540372671,0.5999999999999999,100,-0.3294029074080225,-0.38596602119108503,0.0565631137830625,99
fai2r_ryan_greenblatt,published,ryan_greenblatt,45,Ryan Greenblatt,"is the chief scientist of Redwood Research, known for the alignment-faking experiments (Redwood Research)",uai2_redwoodresearch_045_saba_guevara,-0.8098633540372672,-0.5998633540372671,-0.21000000000000008,100,-1.045966021191085,-0.9859660211910852,-0.05999999999999983,100
fai2r_stella_biderman,published,stella_biderman,46,Stella Biderman,is the executive director of EleutherAI (EleutherAI),uai2_eleutherai_046_irene_tangarife,-1.7498633540372672,-1.319863354037267,-0.43000000000000016,100,-1.805966021191085,-2.123919501924617,0.3179534807335318,100
fai2r_zvi_mowshowitz,published,zvi_mowshowitz,47,Zvi Mowshowitz,writes the widely-read Don't Worry About the Vase newsletter on AI (independent),uai2_independent_047_sarada_mongru,-1.029863354037267,-0.18986335403726706,-0.84,100,-2.8359660211910853,-1.925966021191085,-0.9100000000000004,100
fai2r_gary_marcus,published,gary_marcus,48,Gary Marcus,is an emeritus professor at NYU and a prominent critic of deep learning (independent),uai2_independent_048_judith_castillo,0.5101366459627329,0.140136645962733,0.3699999999999999,100,-0.6859660211910851,0.2740339788089149,-0.96,100
fai2r_emily_bender,published,emily_bender,49,Emily Bender,"is a professor of linguistics at the University of Washington, co-author of the stochastic-parrots paper (University of Washington)",uai2_universityofwashington_049_joseph_giordano,-0.9298633540372669,0.3801366459627329,-1.3099999999999998,100,-2.485966021191085,-0.805966021191085,-1.6799999999999997,100
fai2r_jie_tang,published,jie_tang,50,Jie Tang,is the chief scientist of Zhipu AI and a professor at Tsinghua University (Zhipu AI),uai2_zhipuai_050_catherine_denis,0.960136645962733,0.3101366459627329,0.6500000000000001,100,1.004033978808915,0.304033978808915,0.7,100
fai2r_aohan_zeng,published,aohan_zeng,52,Aohan Zeng,is a lead researcher on the GLM models at Zhipu AI (Zhipu AI),uai2_zhipuai_052_laura_bost,-0.02986335403726713,0.8801366459627329,-0.91,100,0.384033978808915,-0.9559660211910851,1.34,100
fai2r_junyang_lin,published,junyang_lin,53,Junyang Lin,leads the Qwen team at Alibaba (Qwen),uai2_qwen_053_alicia_mosquera,-0.349863354037267,-0.7698633540372671,0.42000000000000015,100,-0.37023984824496337,-0.36596602119108523,-0.004273827053878132,99
fai2r_jingren_zhou,published,jingren_zhou,54,Jingren Zhou,"leads the Tongyi Lab at Alibaba, which develops the Qwen models (Qwen)",uai2_qwen_054_katherine_holder,0.2501366459627329,-0.3698633540372671,0.62,100,-0.21596602119108496,-0.234020512025627,0.018054490834542025,100
fai2r_zihan_qiu,published,zihan_qiu,55,Zihan Qiu,is a researcher on the Qwen team at Alibaba (Qwen),uai2_qwen_055_mikala_langley,-0.4898633540372672,0.6101366459627329,-1.1,100,-1.7494606274657427,-0.5915962696013846,-1.1578643578643582,99
fai2r_wenfeng_liang,published,wenfeng_liang,56,Wenfeng Liang,is the founder and CEO of DeepSeek (DeepSeek),uai2_deepseek_056_andrew_black,0.5470355731225294,-2.0050567789698226,2.5520923520923517,99,-0.5480176260227413,-1.3359660211910849,0.7879483951683436,99
fai2r_zhilin_yang,published,zhilin_yang,57,Zhilin Yang,"is the founder of Moonshot AI, which builds the Kimi models (Moonshot AI)",uai2_moonshotai_057_baljinder_simmons,-1.569863354037267,-0.999863354037267,-0.5700000000000001,100,-0.48409266209777696,0.254033978808915,-0.738126640906692,99
fai2r_kaifu_lee,published,kaifu_lee,58,Kai-Fu Lee,is the founder and CEO of 01.AI and author of AI Superpowers (01.AI),uai2_ai_058_mariano_cabrera,0.33013664596273284,-0.2698633540372671,0.5999999999999999,100,0.21403397880891498,0.2540339788089148,-0.03999999999999984,100
fai2r_garry_tan,published,garry_tan,63,Garry Tan,is the president and CEO of Y Combinator and an advocate for 'little tech' (Y Combinator),uai2_ycombinator_063_kailea_rubel,0.7701366459627327,-1.379863354037267,2.1499999999999995,100,0.3940339788089149,-0.8836597616648769,1.2776937404737918,100
fai2r_vinod_khosla,published,vinod_khosla,65,Vinod Khosla,is the founder of Khosla Ventures and an early investor in OpenAI (Khosla Ventures),uai2_khoslaventures_065_donovan_munoz,0.3201366459627329,1.5101366459627328,-1.19,100,1.524856153641581,-0.12596602119108496,1.650822174832666,98
fai2r_balaji_srinivasan,published,balaji_srinivasan,66,Balaji Srinivasan,"is a tech entrepreneur and investor, former CTO of Coinbase, known for techno-accelerationist views (independent)",uai2_independent_066_kerri_wilson,1.4901366459627328,-0.16308844134931103,1.6532250873120438,100,0.4040339788089149,-0.13596602119108517,0.54,100
fai2r_jason_calacanis,published,jason_calacanis,68,Jason Calacanis,is an angel investor and host of the All-In and This Week in Startups podcasts (Launch),uai2_launch_068_chol_tran,0.7201366459627329,0.4201366459627329,0.29999999999999993,100,0.5840339788089149,-0.39596602119108515,0.9800000000000001,100
